---------------------- Datenspeicherung ------------------------
- Grund: Erkennen von Fehlern, welche vom Spieler oder während seiner Spielzeit auftraten
- Löschung der Daten: voraussichtlich innerhalb 30 Tagen
---------------------- Datenspeicherung ------------------------
LOG IN:[20:56:22] [Server thread/INFO]: G3R_Bukkit[/92.117.60.60:35807] logged in with entity id 636 at ([Lobby]109.72914907706098, 108.92048702696503, 80.28144775592109)
LOG IN:[20:57:23] [Server thread/INFO]: G3R_Bukkit[/92.117.60.60:52361] logged in with entity id 645 at ([Lobby]109.72914907706098, 108.92048702696503, 80.28144775592109)
LOG IN:[16:21:09] [Server thread/INFO]: G3R_Bukkit[/92.117.52.222:46783] logged in with entity id 974 at ([Lobby]82.94936914902986, 100.86100324123593, 34.53494333625075)
LOG IN:[18:11:33] [Server thread/INFO]: G3R_Bukkit[/92.117.52.222:47481] logged in with entity id 1448 at ([Lobby]126.23201987201594, 116.60490817005594, 65.53637268634208)
LOG IN:[18:18:47] [Server thread/INFO]: G3R_Bukkit[/92.117.52.222:44151] logged in with entity id 1508 at ([Lobby]126.23201987201594, 117.3503434662483, 65.53637268634208)
LOG IN:[19:14:37] [Server thread/INFO]: G3R_Bukkit[/92.117.52.222:51593] logged in with entity id 1034 at ([Lobby]92.3172593392935, 96.0, 37.80157795678971)
LOG IN:[14:57:29] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:36061] logged in with entity id 1073 at ([Lobby]97.67510341246056, 97.86673595322357, 34.852939876492044)
LOG IN:[17:39:15] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:54949] logged in with entity id 1194 at ([Lobby]97.67510341246056, 96.0, 34.852939876492044)
LOG IN:[20:40:07] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:50175] logged in with entity id 1532 at ([Lobby]66.93096635821449, 122.43281637568079, 18.63048092516708)
LOG IN:[18:54:15] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:48607] logged in with entity id 1118 at ([Lobby]93.7406194745683, 122.43281637568079, 24.539911946545626)
LOG IN:[20:42:52] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:43833] logged in with entity id 1758 at ([Lobby]71.6978033775493, 91.5, -7.785897117663183)
LOG IN:[15:49:10] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:59917] logged in with entity id 617 at ([Lobby]129.24017516043529, 134.6543842784584, 104.22287899098035)
LOG IN:[21:19:15] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:44925] logged in with entity id 1950 at ([Lobby]113.21831084584372, 142.14049555593743, 68.61812566155692)
LOG IN:[21:22:06] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:32889] logged in with entity id 1996 at ([Lobby]1.8541746388132059, 110.65980740031259, -29.12598594694169)
LOG IN:[15:49:10] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:59917] logged in with entity id 617 at ([Lobby]129.24017516043529, 134.6543842784584, 104.22287899098035)
LOG IN:[21:19:15] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:44925] logged in with entity id 1950 at ([Lobby]113.21831084584372, 142.14049555593743, 68.61812566155692)
LOG IN:[21:22:06] [Server thread/INFO]: G3R_Bukkit[/92.117.39.239:32889] logged in with entity id 1996 at ([Lobby]1.8541746388132059, 110.65980740031259, -29.12598594694169)
LOG IN:[10:46:56] [Server thread/INFO]: G3R_Bukkit[/92.117.53.29:50021] logged in with entity id 861 at ([Lobby]138.06859166451574, 108.60960761862188, -25.417704217154935)
LOG IN:[20:58:58] [Server thread/INFO]: G3R_Bukkit[/92.117.53.29:38465] logged in with entity id 1225 at ([Lobby]138.06859166451574, 108.60960761862188, -25.417704217154935)
LOG IN:[22:13:29] [Server thread/INFO]: G3R_Bukkit[/92.117.53.29:53813] logged in with entity id 2073 at ([Lobby]71.42110490516262, 93.0, 6.734106688313489)
LOG IN:[22:15:10] [Server thread/INFO]: G3R_Bukkit[/92.117.53.29:35051] logged in with entity id 2097 at ([Lobby]81.28406672821284, 113.93145712712125, 40.27485859328597)
LOG IN:[22:53:31] [Server thread/INFO]: G3R_Bukkit[/92.117.53.29:54581] logged in with entity id 2942 at ([Lobby]172.28451315285002, 124.8443268006605, -0.028126610267078855)
LOG IN:[22:54:21] [Server thread/INFO]: G3R_Bukkit[/92.117.53.29:37545] logged in with entity id 2961 at ([Lobby]169.99151079410174, 107.25316301968137, 11.228912018483575)
LOG IN:[22:55:53] [Server thread/INFO]: G3R_Bukkit[/92.117.53.29:59667] logged in with entity id 2984 at ([Lobby]191.3211427012628, 88.61631348061289, 4.883380464014077)
LOG IN:[22:56:18] [Server thread/INFO]: G3R_Bukkit[/92.117.53.29:60655] logged in with entity id 2992 at ([Lobby]182.0812813769169, 113.33448612707487, 10.379386893449038)
LOG IN:[22:56:42] [Server thread/INFO]: G3R_Bukkit[/92.117.53.29:39983] logged in with entity id 3004 at ([Lobby]186.41316475419532, 113.33448612707487, 12.440566988237869)
LOG IN:[09:03:06] [Server thread/INFO]: G3R_Bukkit[/92.117.37.179:46927] logged in with entity id 791 at ([Lobby]69.28549008451428, 115.5, 26.94862915316154)
LOG IN:[10:56:58] [Server thread/INFO]: G3R_Bukkit[/92.117.37.179:33041] logged in with entity id 863 at ([Lobby]69.28549008451428, 115.5, 26.94862915316154)
LOG IN:[14:01:09] [Server thread/INFO]: G3R_Bukkit[/92.117.37.179:38455] logged in with entity id 1006 at ([Lobby]69.28549008451428, 115.5, 26.94862915316154)
LOG IN:[15:20:04] [Server thread/INFO]: G3R_Bukkit[/92.117.37.179:34521] logged in with entity id 1073 at ([Lobby]71.14532165390378, 92.5, 15.187556897592337)
LOG IN:[18:00:28] [Server thread/INFO]: G3R_Bukkit[/92.117.33.207:55815] logged in with entity id 1187 at ([Lobby]76.1993795721787, 90.5, 28.12326985349221)
LOG IN:[20:36:21] [Server thread/INFO]: G3R_Bukkit[/92.117.33.207:52923] logged in with entity id 624 at ([Lobby]71.50031943871817, 93.0, 2.8343990926526983)
LOG IN:[21:29:01] [Server thread/INFO]: G3R_Bukkit[/92.117.33.207:36757] logged in with entity id 676 at ([Lobby]69.69999998807907, 91.0, 22.5355402842028)
LOG IN:[21:33:25] [Server thread/INFO]: G3R_Bukkit[/92.117.33.207:37205] logged in with entity id 694 at ([Lobby]92.86136618057618, 90.5, 13.936949640434012)
LOG IN:[22:56:19] [Server thread/INFO]: G3R_Bukkit[/92.117.33.207:44647] logged in with entity id 803 at ([Lobby]70.85100825508566, 91.5, -8.502406041919805)
LOG IN:[20:20:22] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:37193] logged in with entity id 1272 at ([Lobby]71.46303764548611, 93.0, 10.454543113794806)
LOG IN:[20:52:34] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:43063] logged in with entity id 1343 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
LOG IN:[10:35:46] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:45709] logged in with entity id 1032 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
LOG IN:[10:38:10] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:39983] logged in with entity id 1048 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
LOG IN:[13:01:33] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:34077] logged in with entity id 1822 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
LOG IN:[14:22:53] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:54301] logged in with entity id 1883 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
LOG IN:[20:36:36] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:54347] logged in with entity id 2145 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
LOG IN:[20:53:38] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:36281] logged in with entity id 638 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
LOG IN:[20:59:58] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:58425] logged in with entity id 662 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
LOG IN:[21:02:35] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:37367] logged in with entity id 623 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
LOG IN:[21:22:31] [Server thread/INFO]: G3R_Bukkit[/92.117.33.196:54025] logged in with entity id 625 at ([Lobby]77.83031263155169, 115.5, -12.435123995883362)
